restaurant_name,inspection_type,inspection_date,inspection_score,street_number,street_name,street_unit,zip_code,street_address,inspection_month,inspection_year,lat,long,Unique Join
STOCK & BARREL RESTAURANT,Routine,08/28/2019,90,316,DAVIS,,75208,8687 N CENTRAL EXPW #504,Aug 2019,FY2019,33.138814,-94.971616,
STONEDECK PIZZA PUB,Routine,09/17/2019,95,2613,ELM,,75226,5619 W LOVERS LN,Sep 2019,FY2019,46.000955,-112.497556,
STONEDECK PIZZA PUB,Routine,03/28/2019,86,2613,ELM,,75226,5620 LBJ FRWY #300,Mar 2019,FY2019,46.000955,-112.497556,
STONELEIGH HOTEL MAIN KITCHEN,Routine,10/23/2019,95,2927,MAPLE,,75201,7530 EAST GRAND AVE,Oct 2019,FY2020,41.838368,-87.801868,
STONELEIGH HOTEL MAIN KITCHEN,Routine,04/30/2019,92,2927,MAPLE,,75201,7536 S LANCASTER RD STE #B,Apr 2019,FY2019,41.838368,-87.801868,
STONELEIGH HOTEL/EMPLOYEE CAFETERIA,Routine,10/23/2019,97,2927,MAPLE,,75201,7557 RAMBLER RD #170,Oct 2019,FY2020,41.838368,-87.801868,
STONELEIGH HOTEL/EMPLOYEE CAFETERIA,Routine,04/30/2019,99,2927,MAPLE,,75201,7557 S LANCASTER RD #100,Apr 2019,FY2019,41.838368,-87.801868,
STONELEIGH P REST,Routine,06/20/2019,90,2926,MAPLE,,75201,7522 CAMPBELL RD #108,Jun 2019,FY2019,37.330375,-120.529501,
STONELEIGH/BANQUET & CATERING,Routine,10/23/2019,97,2927,MAPLE,,75201,756 N ST AUGUSTINE RD,Oct 2019,FY2020,41.838368,-87.801868,
STONELEIGH/BANQUET & CATERING,Routine,04/30/2019,99,2927,MAPLE,,75201,7567 GREENVILLE AVE,Apr 2019,FY2019,41.838368,-87.801868,
STOP & SALE FOOD MART,Routine,12/27/2019,89,3033,WESTMORELAND,,75233,8181 S LANCASTER RD,Dec 2019,FY2020,32.709615,-96.874278,
STOP & SHOP,Routine,01/03/2019,88,1313,JIM MILLER,,75217,1901 SKILLMAN,Jan 2019,FY2019,32.73474,-96.700218,
STOP AND SAVE FOOD MART,Routine,08/08/2019,71,1406,OVERTON,,75216,2211 SINGLETON BLVD,Aug 2019,FY2019,32.063872,-101.399943,
STOP-N-SHOP FOOD MART,Routine,05/29/2019,83,3195,GREAT TRINITY FOREST,#A-1,75216,8687 N CENTRAL EXPW Y224,May 2019,FY2019,32.69701,-96.764058,
STOP-N-SHOP FOOD MART,Routine,02/11/2019,78,3195,GREAT TRINITY FOREST,#A-1,75216,8692 SKILLMAN ST,Feb 2019,FY2019,32.69701,-96.764058,
STORE T-24 #3,Routine,10/02/2019,93,11740,FERGUSON,,75228,14715 COIT RD #102,Oct 2019,FY2020,32.854779,-96.650016,
STRANGEWAYS,Routine,07/25/2019,80,2429,FITZHUGH,,75204,4814 SECOND AVE,Jul 2019,FY2019,32.811896,-96.782906,
STRANGEWAYS,Routine,02/18/2019,97,2429,FITZHUGH,,75204,4815 CASS ST,Feb 2019,FY2019,32.811896,-96.782906,
STRATOS BAR & GRILL,Routine,11/18/2019,92,2907,NORTHWEST,,75220,723 N PEARL ST,Nov 2019,FY2020,32.856928,-96.872321,
STRATOS BAR & GRILL,Routine,04/30/2019,85,2907,NORTHWEST,,75220,723 S BEACON ST,Apr 2019,FY2019,32.856928,-96.872321,
STREETLIGHTS UNION BAR,Routine,12/31/2019,100,2323,AKARD,#802,75201,4275 W NORTHWEST HWY,Dec 2019,FY2020,32.789735,-96.805416,
STUDIO EATS RESTAURANT,Routine,11/13/2019,98,11819,WEBB CHAPEL,,75234,1502 ELM ST,Nov 2019,FY2020,32.911124,-96.873295,
STUDIO MOVIE GRILL,Routine,11/11/2019,89,13933,CENTRAL,,75240,2143 JOE FIELD RD,Nov 2019,FY2020,32.937423,-96.749597,
STUDIO MOVIE GRILL,Routine,10/08/2019,82,10110,TECHNOLOGY,,75220,10290 E TECHNOLOGY BLVD,Oct 2019,FY2020,0,0,
STUDIO MOVIE GRILL,Routine,10/25/2019,90,11170,CENTRAL,,75243,1221 N HAMPTON RD,Oct 2019,FY2020,32.900022,-96.768634,
STUDIO MOVIE GRILL,Routine,05/06/2019,80,13933,CENTRAL,,75240,215 HENRY ST,May 2019,FY2019,32.937423,-96.749597,
STUDIO MOVIE GRILL,Routine,04/26/2019,85,10110,TECHNOLOGY,,75220,10290 FERGUSON RD,Apr 2019,FY2019,0,0,
STUDIO MOVIE GRILL,Routine,04/03/2019,96,11170,CENTRAL,,75243,1222 RIVERFRONT BLVD,Apr 2019,FY2019,32.900022,-96.768634,
STUFFED POTATO KITCHEN,Routine,12/18/2019,85,1223,REDBIRD,,75241,17370 PRESTON RD #415,Dec 2019,FY2020,0,0,
STUPID GOOD COFFEE,Routine,10/11/2019,96,1910,PACIFIC,#2060,75201,3103 LEMMON AVE,Oct 2019,FY2020,32.786781,-96.79859,
SUBROC DELI,Routine,01/16/2019,82,1717,MCKINNEY,#780,75202,2645 S HAMPTON RD,Jan 2019,FY2019,36.187696,-86.813733,
SUBWAY,Routine,12/20/2019,96,11260,CENTRAL,,75243,12600 WELCH RD,Dec 2019,FY2020,32.901071,-96.768622,
SUBWAY,Routine,12/06/2019,92,13440,TI,#1,75243,207 W SUFFOLK AVE #B,Dec 2019,FY2020,32.930767,-96.748771,
SUBWAY,Routine,11/14/2019,91,1710,MOCKINGBIRD,#A,75235,263 N BISHOP AVE,Nov 2019,FY2020,32.822104,-96.85647,
SUBWAY,Routine,11/07/2019,85,306,RECORD,,75201,8227 PARK LN,Nov 2019,FY2020,32.777167,-96.806414,
SUBWAY,Routine,03/09/2019,90,1525,INWOOD,,75247,2435 W NORTHWEST HWY STE #101,Mar 2019,FY2019,32.810264,-96.850187,
SUBWAY,Routine,03/21/2019,89,1700,PACIFIC,#104,75201,2610 SYLVAN AVE,Mar 2019,FY2019,32.782268,-96.796756,
SUBWAY,Routine,02/24/2019,89,3211,NORTHWEST,#300,75220,9009 BRUTON RD #426,Feb 2019,FY2019,32.855415,-96.866075,
SUBWAY,Routine,01/29/2019,90,10053,MARSH,,75229,10200 E NORTHWEST HWY,Jan 2019,FY2019,32.88095,-96.856273,
SUBWAY,Routine,01/11/2019,84,11500,JUPITER,#104,75218,13531 MONTFORT DR #127,Jan 2019,FY2019,32.850627,-96.683079,
SUBWAY,Routine,01/23/2019,88,12800,ABRAMS,,75243,1817 WARREN AVE,Jan 2019,FY2019,32.92115,-96.735315,
SUBWAY,Routine,01/28/2019,90,3426,OAK LAWN,,75219,9753 WEBB CHAPEL RD STE #950,Jan 2019,FY2019,32.811679,-96.805852,
SUBWAY #24110,Routine,01/16/2019,93,14891,PRESTON,150,75254,2323 VICTORY AVE STE 700,Jan 2019,FY2019,32.950651,-96.803621,
SUBWAY #26236,Routine,12/09/2019,86,2100,ROSS,#220,75201,3526 GREENVILLE AVE,Dec 2019,FY2020,31.538345,-97.139615,
SUBWAY #32444,Routine,01/14/2019,93,10660,PLANO,#114,75238,11353 EMERALD ST #100,Jan 2019,FY2019,32.894013,-96.700289,
SUBWAY #59917,Routine,06/13/2019,80,200,SHORT,,75232,330 N MARSALIS AVE,Jun 2019,FY2019,32.685839,-96.824371,
SUBWAY CVC,Routine,03/19/2019,98,3030,DALLAS,230D,75146,8130 MEADOW RD,Mar 2019,FY2019,32.620466,-96.768387,
SUBWAY SANDWICH SHOP,Routine,02/21/2019,93,10325,LAKE JUNE,100,75217,10788 HARRY HINES,Feb 2019,FY2019,32.73414,-96.646616,
SUBWAY SANDWICH SHOP #2,Routine,02/19/2019,93,13015,COIT,#E,75240,18611 MARSH LN,Feb 2019,FY2019,32.925605,-96.769269,
SUBWAY SANDWICH SHOP #5,Routine,11/21/2019,95,2525,WYCLIFF,#218,75219,5405 W LOVERS LN,Nov 2019,FY2020,32.810425,-96.819225,
SUBWAY SANDWICHES,Routine,12/04/2019,92,10233,NORTHWEST,#502A,75238,1055 REGAL ROW,Dec 2019,FY2020,32.86447,-96.708385,
SUBWAY SANDWICHES,Routine,12/03/2019,97,1302,ELM,,75202,1868 SYLVAN AVE #D150,Dec 2019,FY2020,30.289041,-98.86543,
SUBWAY SANDWICHES,Routine,12/04/2019,90,2425,COCKRELL HILL,,75211,4801 ROSS AVE,Dec 2019,FY2020,32.719561,-96.891519,
SUBWAY SANDWICHES,Routine,11/11/2019,91,2025,IRVING,,75207,3410 S LANCASTER RD,Nov 2019,FY2020,32.795216,-96.829586,
SUBWAY SANDWICHES,Routine,10/02/2019,89,11076,HARRY HINES,#400,75229,12101 GREENVILLE AVE #103,Oct 2019,FY2020,32.885893,-96.887324,
SUBWAY SANDWICHES,Routine,09/11/2019,92,2596,GUS THOMASSON,,75228,555 S LAMAR ST #100,Sep 2019,FY2019,32.834756,-96.671286,
SUBWAY SANDWICHES,Routine,04/11/2019,83,2123,GREENVILLE,,75206,3700 MCKINNEY AVE #108,Apr 2019,FY2019,32.815942,-96.770183,
SUBWAY SANDWICHES,Routine,03/14/2019,86,1219,BECKLEY,,75203,1718 N MARKET ST #155,Mar 2019,FY2019,32.758477,-96.82302,
SUBWAY SANDWICHES,Routine,03/13/2019,88,1515,COCKRELL HILL,#114,75211,2403 MILLMAR DR,Mar 2019,FY2019,32.762816,-96.895206,
SUBWAY SANDWICHES,Routine,03/01/2019,89,2231,SINGLETON,#102,75212,4026 CEDAR SPRINGS RD #B,Mar 2019,FY2019,32.778774,-96.858248,
SUBWAY SANDWICHES,Routine,03/01/2019,90,2231,LEDBETTER,#320,75224,4032 CEDAR SPRINGS RD,Mar 2019,FY2019,32.691273,-96.855183,
SUBWAY SANDWICHES,Routine,03/13/2019,86,3260,IRVING,,75247,920 S HARWOOD #106,Mar 2019,FY2019,32.807882,-96.872112,
SUBWAY SANDWICHES,Routine,02/05/2019,95,16110,DALLAS,,75248,2502 ROYAL LN #103,Feb 2019,FY2019,32.969031,-96.821226,
SUBWAY SANDWICHES,Routine,02/04/2019,99,2425,COCKRELL HILL,,75211,4802 GREENVILLE AVE,Feb 2019,FY2019,32.719561,-96.891519,
SUBWAY SANDWICHES,Routine,02/15/2019,83,2445,NORTHWEST,#107,75220,4909 S LANCASTER RD,Feb 2019,FY2019,32.858777,-96.882455,
SUBWAY SANDWICHES #14395,Routine,02/15/2019,94,3302,BUCKNER,#105,75228,9241 SKILLMAN ST #102,Feb 2019,FY2019,32.805824,-96.682412,
SUE ELLEN'S,Routine,06/28/2019,97,3014,THROCKMORTON,,75219,8050 MEADOW RD,Jun 2019,FY2019,32.81068,-96.811622,
SUMMER SNOW BALLS,Routine,10/16/2019,80,10455,CENTRAL,102,75231,10965 COMPOSITE DR,Oct 2019,FY2020,32.888793,-96.77012,
SUN RISE CAFE & GRILL,Routine,12/19/2019,94,1601,BRYAN,#105,75201,2500 VICTORY AVE PLZA #1030,Dec 2019,FY2020,32.782953,-96.798679,
SUN RISE CAFE & GRILL,Routine,11/07/2019,76,1601,BRYAN,#105,75201,2500 VICTORY AVE PLZA #1032,Nov 2019,FY2020,32.782953,-96.798679,
SUN RISE CAFE & GRILL,Routine,05/20/2019,88,1601,BRYAN,#105,75201,2500 VICTORY AVE PLZA #1040,May 2019,FY2019,32.782953,-96.798679,
SUNDRY SHOP,Routine,10/15/2019,97,1910,PACIFIC,#2050,75201,3103 GREAT TRINITY FOREST WAY,Oct 2019,FY2020,32.786781,-96.79859,
SUNNY STREET CAFE,Routine,08/07/2019,90,18101,PRESTON,#106,75252,2847 N HENDERSON AVE,Aug 2019,FY2019,32.998852,-96.797507,
SUNNY STREET CAFE,Routine,02/13/2019,90,18101,PRESTON,#106,75252,2847 ROYAL LN,Feb 2019,FY2019,32.998852,-96.797507,
SUNNY WOK,Routine,09/09/2019,80,3207,KIRNWOOD,#117,75237,8850 N STEMMONS FRWY,Sep 2019,FY2019,32.649103,-96.86975,
SUNNY WOK,Routine,01/24/2019,80,3207,KIRNWOOD,#117,75237,8856 SPRING VALLEY RD,Jan 2019,FY2019,32.649103,-96.86975,
SUNRISE OF NORTHWOOD,Routine,08/23/2019,91,13001,HILLCREST,,75248,18470 N DALLAS PKWY,Aug 2019,FY2019,32.926272,-96.786284,
SUNRISE OF NORTHWOOD,Routine,02/13/2019,91,13001,HILLCREST,,75248,18484 PRESTON RD STE #118,Feb 2019,FY2019,32.926272,-96.786284,
SUNSET HIGH SCHOOL,Routine,11/07/2019,100,2120,JEFFERSON,,75211,3650 N BUCKNER BLVD 100,Nov 2019,FY2020,34.025545,-118.318691,
SUNSET HIGH SCHOOL,Routine,05/02/2019,98,2120,JEFFERSON,,75211,3656 HOWELL ST,May 2019,FY2019,34.025545,-118.318691,
SUNSHINE,Routine,09/20/2019,88,2910,RUDER,#A,75212,7272 GASTON AVE,Sep 2019,FY2019,32.778217,-96.918664,
SUNSHINE DONUTS,Routine,01/31/2019,91,10031,MARSH,#108,75229,10120 E NORTHWEST HWY,Jan 2019,FY2019,32.880966,-96.856273,
SUPER CHIX,Routine,10/02/2019,86,14999,PRESTON,#226,75254,2336 VICTORY PARK LN,Oct 2019,FY2020,32.952333,-96.803733,
SUPER MERCADO EL CERRITO,Routine,01/04/2019,90,10880,FERGUSON,,75228,11740 FERGUSON RD,Jan 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/KITCHEN,Follow-up,09/19/2019,88,10880,FERGUSON,,75228,11740 PLANO RD,Sep 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/KITCHEN,Routine,08/22/2019,78,10880,FERGUSON,,75228,11742 MARSH LN #A,Aug 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/KITCHEN,Follow-up,02/04/2019,81,10880,FERGUSON,,75228,11742 MARSH LN #B,Feb 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/KITCHEN,Routine,01/04/2019,79,10880,FERGUSON,,75228,11748 N CENTRAL EXPW,Jan 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/MEAT MKT,Routine,10/02/2019,90,10880,FERGUSON,,75228,11749 PLANO RD,Oct 2019,FY2020,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/TAQUERIA,Follow-up,05/17/2019,94,10880,FERGUSON,,75228,11770 FERGUSON RD,May 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO EL CERRITO/TAQUERIA,Routine,04/17/2019,70,10880,FERGUSON,,75228,11779 PLANO RD,Apr 2019,FY2019,32.843112,-96.663813,
SUPER MERCADO MONTERREY BAKERY &TOR,Routine,01/21/2019,95,1120,WESTMORELAND,,75211,12255 GREENVILLE AVE #130,Jan 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY GROCERY/GRILL,Routine,07/25/2019,90,1120,WESTMORELAND,,75211,1227 MASTERS DR,Jul 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY GROCERY/GRILL,Routine,01/21/2019,98,1120,WESTMORELAND,,75211,1227 MORRELL AVE,Jan 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY KITCHEN,Routine,07/25/2019,90,1120,WESTMORELAND,,75211,1227 W DAVIS ST,Jul 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY KITCHEN,Routine,01/21/2019,89,1120,WESTMORELAND,,75211,1227 WORLD STORE CT 100-1,Jan 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY MEAT MKT,Routine,01/21/2019,90,1120,WESTMORELAND,,75211,12271 COIT RD,Jan 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY TAQUERIA,Routine,07/25/2019,88,1120,WESTMORELAND,,75211,1228 ROBERT B CULLUM BLVD,Jul 2019,FY2019,32.733351,-96.87417,
SUPER MERCADO MONTERREY TAQUERIA,Routine,01/21/2019,88,1120,WESTMORELAND,,75211,1230 N ST AUGUSTINE RD,Jan 2019,FY2019,32.733351,-96.87417,
SUPER SAVE STORE,Routine,08/29/2019,90,1727,BARNES BRIDGE,,75228,2709 ELM ST,Aug 2019,FY2019,32.850675,-96.678804,
SUPER SEALS GROCERY,Routine,01/21/2019,96,2769,CLARENDON,,75211,6434 E MOCKINGBIRD LN #111,Jan 2019,FY2019,32.734654,-96.866235,
SUPER TACASO,Routine,09/20/2019,91,2801,CLARENDON,,75211,6502 LEMMON AVE,Sep 2019,FY2019,32.734601,-96.866641,
SUPER TACASO,Routine,03/29/2019,89,2801,CLARENDON,,75211,6506 FRANKFORD RD,Mar 2019,FY2019,32.734601,-96.866641,
SUPER TARGET #1775 (DELI),Routine,12/06/2019,95,16731,COIT,,75248,2600 S ZANG BLVD,Dec 2019,FY2020,32.982831,-96.768207,
SUPER TARGET #1775 (DELI),Routine,06/20/2019,97,16731,COIT,,75248,2602 FORT WORTH AVE,Jun 2019,FY2019,32.982831,-96.768207,
SUPER TARGET #1775 FAST FOOD,Routine,12/06/2019,100,16731,COIT,,75248,2602 W ILLINOIS AVE,Dec 2019,FY2020,32.982831,-96.768207,
SUPER TARGET #1775 STARBUCKS,Routine,12/06/2019,100,16731,COIT,,75248,2603 ROUTH ST #A,Dec 2019,FY2020,32.982831,-96.768207,
SUPER TIENDA GUANACO EXP,Routine,05/09/2019,99,2309,GUS THOMASSON,,75228,4217 S SECOND AVE,May 2019,FY2019,32.796368,-96.634194,
SURA,Routine,07/01/2019,84,2240,ROYAL,#106,75229,409 N ZANG BLVD,Jul 2019,FY2019,32.895489,-96.903189,
SUSHI AXIOM,Routine,10/24/2019,85,3211,OAK LAWN,#C,75219,9001 CYPRESS WATERS,Oct 2019,FY2020,32.809995,-96.807987,
SUSHI AXIOM,Routine,04/03/2019,89,3211,OAK LAWN,#C,75219,9002 GARLAND RD,Apr 2019,FY2019,32.809995,-96.807987,
SUSHI BAYASHI,Routine,11/19/2019,80,3011,GULDEN,#106,75212,8018 PARK LANE #120,Nov 2019,FY2020,32.778945,-96.827713,
SUSHI BAYASHI,Routine,04/17/2019,81,3011,GULDEN,#106,75212,8018 PARK LN #100,Apr 2019,FY2019,32.778945,-96.827713,
SUSHI GO,Routine,08/29/2019,81,14999,PRESTON,#C102,75254,2340 VICTORY PARK LN,Aug 2019,FY2019,32.952333,-96.803733,
SUSHI GO,Routine,02/06/2019,81,14999,PRESTON,#C102,75254,2340 W NORTHWEST HWY,Feb 2019,FY2019,32.952333,-96.803733,
SUSHI ICHIBAN,Routine,11/18/2019,80,12101,GREENVILLE,#106,75243,1700 PACIFIC AVE #104,Nov 2019,FY2020,32.912637,-96.745599,
SUSHI ICHIBAN,Routine,05/21/2019,80,12101,GREENVILLE,#106,75243,1700 PACIFIC AVE #107,May 2019,FY2019,32.912637,-96.745599,
SUSHI MAKU,Routine,09/06/2019,92,17721,DALLAS,#100,75287,2780 ROYAL LN STE B,Sep 2019,FY2019,32.990874,-96.829659,
SUSHI MAKU,Routine,03/06/2019,90,17721,DALLAS,#100,75287,2800 MAIN ST,Mar 2019,FY2019,32.990874,-96.829659,
SUSHI TIA,Routine,11/26/2019,82,14211,COIT,,75254,2242 S ZANG BLVD,Nov 2019,FY2020,41.549833,-81.582777,
SUSHI TIME,Routine,07/22/2019,96,1638,MOCKINGBIRD,,75235,2555 INWOOD RD #131,Jul 2019,FY2019,32.822121,-96.856742,
SUSHI TIME,Routine,01/07/2019,90,1638,MOCKINGBIRD,,75235,2555 INWOOD RD #137,Jan 2019,FY2019,32.822121,-96.856742,
SUSHI YA RESTAURANT,Routine,10/17/2019,85,1306,ELM,,75202,1900 N AKARD ST #14,Oct 2019,FY2020,45.51164,-123.103038,
SUSHI YA RESTAURANT,Routine,03/26/2019,83,1306,ELM,,75202,1900 N AKARD ST 1719,Mar 2019,FY2019,45.51164,-123.103038,
SUSHI YAA 2,Routine,07/31/2019,91,1700,PACIFIC,C111,75201,2614 S BECKLEY AVE,Jul 2019,FY2019,32.782268,-96.796756,
SUSHI/KITCHEN,Routine,10/28/2019,82,11422,HARRY HINES,#210,75229,13340 DALLAS PKWY 1369,Oct 2019,FY2020,32.897195,-96.89172,
SUSHI/KITCHEN,Routine,06/04/2019,74,11422,HARRY HINES,#210,75229,1335 PLOWMAN AVE,Jun 2019,FY2019,32.897195,-96.89172,
SUSHI/KITCHEN,Routine,05/24/2019,79,11422,HARRY HINES,#210,75229,13350 AUDELIA RD #100,May 2019,FY2019,32.897195,-96.89172,
SUSHI/KITCHEN,Routine,05/02/2019,70,11422,HARRY HINES,#210,75229,13350 DALLAS PKWY #100,May 2019,FY2019,32.897195,-96.89172,
SUZY DONUTS,Routine,01/10/2019,95,2330,ROYAL,#700,75229,4343 W NORTHWEST HWY #345,Jan 2019,FY2019,32.895564,-96.900756,
SWAMP CAFE,Routine,11/19/2019,90,17721,DALLAS,#104,75287,2800 MAIN ST #A,Nov 2019,FY2020,32.990874,-96.829659,
SWAMP CAFE,Routine,05/15/2019,96,17721,DALLAS,#104,75287,2800 OAK LAWN AVE,May 2019,FY2019,32.990874,-96.829659,
SWEET BASIL,Routine,08/07/2019,89,17610,MIDWAY,#150,75252,2777 IRVING BLVD #200,Aug 2019,FY2019,32.987807,-96.842086,
SWEET BASIL,Routine,02/04/2019,95,17610,MIDWAY,#150,75252,2777 N STEMMONS FRWY #100,Feb 2019,FY2019,32.987807,-96.842086,
SWEET GEORGIA BROWN,Routine,06/17/2019,83,2840,LEDBETTER,,75216,7048 MILITARY PKWY,Jun 2019,FY2019,32.693982,-96.773014,
SWEET TOOTH HOTEL,Routine,08/23/2019,87,2316,VICTORY,#H5,75219,4234 HARRY HINES BLVD #B,Aug 2019,FY2019,39.123219,-84.484763,
SWEETS BY SELINA,Routine,02/15/2019,94,1150,EMPIRE CENTRAL,#102,75247,1346 N MASTERS RD #100,Feb 2019,FY2019,32.823705,-96.875049,
SWIFT-T,Follow-up,05/10/2019,80,2908,SAMUELL,#100,75223,7233 JOHN CARPENTER FRWY #110,May 2019,FY2019,32.792939,-96.743957,
SWIFT-T,Routine,03/09/2019,77,2908,SAMUELL,#100,75223,7238 GASTON AVE,Mar 2019,FY2019,32.792939,-96.743957,
T BONE PICKENS,Routine,12/12/2019,100,12477,MERIT,,75251,1802 GREENVILLE AVE #110,Dec 2019,FY2020,32.919434,-96.773144,
T BONE PICKENS,Routine,06/14/2019,85,12477,MERIT,,75251,1802 MCMILLAN #B,Jun 2019,FY2019,32.919434,-96.773144,
T C SHAVED ICE,Routine,08/29/2019,80,10999,GARLAND,,75218,11970 N CENTRAL EXPW,Aug 2019,FY2019,38.908359,-75.793327,
T D'S BBQ,Routine,09/11/2019,81,3403,LANCASTER,,75216,9669 N CENTRAL EXPW #190,Sep 2019,FY2019,32.706316,-96.800722,
T ROOM - KITCHEN,Routine,09/23/2019,92,1615,MAIN,,75201,2506 INWOOD RD,Sep 2019,FY2019,42.679443,-88.051779,
T ROOM - KITCHEN,Routine,03/25/2019,97,1615,MAIN,,75201,2506 KNIGHT ST,Mar 2019,FY2019,42.679443,-88.051779,
T ROOM (COPPER BAR),Routine,01/28/2019,99,1615,MAIN,,75201,2507 ROYAL LN,Jan 2019,FY2019,42.679443,-88.051779,
T W BROWNE SCH,Routine,11/18/2019,91,3333,SPRAGUE,,75233,950 TIFFANY WAY,Nov 2019,FY2020,32.695528,-96.875423,
T W BROWNE SCH,Routine,05/28/2019,96,3333,SPRAGUE,,75233,950 WOODY RD,May 2019,FY2019,32.695528,-96.875423,
T.G.I. FRIDAYS #565,Routine,07/24/2019,87,1713,MARKET,,75202,2636 FRANKFORD RD #105,Jul 2019,FY2019,30.344454,-81.650968,
T.G.I. FRIDAYS #565 (BAR),Routine,12/18/2019,90,1713,MARKET,,75202,2636 FRANKFORD RD STE #103,Dec 2019,FY2020,30.344454,-81.650968,
TABOO LOUNGE,Routine,02/17/2019,92,1418,RIVERFRONT,,75207,2234 IRVING BLVD,Feb 2019,FY2019,32.790492,-96.820532,
TACHITO'S MEXICAN,Routine,09/11/2019,80,3210,ILLINOIS,,75211,8950 CYPRESS WATERS BLVD,Sep 2019,FY2019,32.72024,-96.872843,
TACHITO'S MEXICAN,Routine,03/21/2019,89,3210,ILLINOIS,,75211,8950 E. RL THORNTON FRWY,Mar 2019,FY2019,32.72024,-96.872843,
TACO AZTECA,Routine,12/13/2019,84,11200,HARRY HINES,#S1,75229,12300 INWOOD RD #180,Dec 2019,FY2020,32.889045,-96.888727,
TACO AZTECA,Routine,04/13/2019,94,11200,HARRY HINES,#S1,75229,12300 INWOOD RD #200,Apr 2019,FY2019,32.889045,-96.888727,
TACO BELL,Routine,12/19/2019,91,11441,JUPITER,,75218,13350 DALLAS PKWY #3650,Dec 2019,FY2020,32.850032,-96.683231,
TACO BELL,Routine,11/13/2019,96,15208,MONTFORT,,75248,2420 VICTORY PARK LN,Nov 2019,FY2020,0,0,
TACO BELL,Routine,07/16/2019,92,11702,PLANO,,75243,1427 E ILLINOIS AVE,Jul 2019,FY2019,32.908015,-96.700424,
TACO BELL,Routine,01/30/2019,97,10310,LAKE JUNE,,75217,10720 PRESTON RD STE #1018,Jan 2019,FY2019,32.733996,-96.645899,
TACO BELL,Routine,01/25/2019,95,11829,ABRAMS,,75243,1512 S BELTLINE RD #2,Jan 2019,FY2019,32.91069,-96.735507,
TACO BELL #1331,Routine,01/15/2019,92,3127,INWOOD,,75235,8537 FERGUSON RD,Jan 2019,FY2019,32.826603,-96.830275,
TACO BELL #16224,Routine,02/19/2019,93,2404,WASHINGTON,,75204,4607 VILLAGE FAIR DR #101A,Feb 2019,FY2019,41.434926,-75.637255,
TACO BELL #29886,Routine,10/07/2019,88,13670,PRESTON,,75240,2118 ABRAMS RD,Oct 2019,FY2020,32.934249,-96.803695,
TACO BELL #364,Routine,01/03/2019,90,3223,FORT WORTH,,75211,9025 FOREST LN #102,Jan 2019,FY2019,32.754219,-96.872866,
TACO BELL #366,Routine,07/12/2019,84,2972,WHEATLAND,,75237,7800 SPRING VALLEY RD,Jul 2019,FY2019,32.647462,-96.868835,
TACO BELL #367,Routine,12/12/2019,93,3470,ILLINOIS,,75216,9797 ROMBAUER RD,Dec 2019,FY2020,32.720264,-96.878622,
TACO BELL #367,Routine,02/08/2019,87,3470,ILLINOIS,,75216,9798 FOREST LN,Feb 2019,FY2019,32.720264,-96.878622,
TACO BELL/ PIZZA HUT,Routine,01/15/2019,98,17530,MARSH,,75252,2727 CEDAR SPRINGS RD,Jan 2019,FY2019,32.989231,-96.854657,
TACO BELL/KFC #372,Routine,06/05/2019,91,1702,COCKRELL HILL,,75212,2617 N HENDERSON AVE,Jun 2019,FY2019,32.768217,-96.895993,
TACO BELL/PIZZA HUT #370,Routine,02/05/2019,93,2245,NORTHWEST,,75220,4101 LEMMON AVE #101,Feb 2019,FY2019,32.86331,-96.89618,
TACO BORRACHO,Routine,09/25/2019,97,300,AKARD,#11B,75201,7859 MCCALLUM BLVD #106,Sep 2019,FY2019,32.782446,-96.800065,
TACO BORRACHO,Routine,01/14/2019,97,300,AKARD,#110,75201,7843 PARK LN,Jan 2019,FY2019,32.782446,-96.800065,
TACO BUENO,Routine,02/04/2019,92,14221,COIT,,75240,225 NORTHPARK S/C,Feb 2019,FY2019,32.942605,-96.768991,
TACO CABANA,Routine,10/08/2019,90,15239,MONTFORT,,78254,2429 W LEDBETTER DR,Oct 2019,FY2020,32.957599,-96.818479,
TACO CABANA,Routine,09/16/2019,85,2635,STEMMONS,,75207,5927 GREENVILLE AVE,Sep 2019,FY2019,32.806968,-96.842055,
TACO CABANA,Routine,04/11/2019,95,15239,MONTFORT,,78254,2429 W WHEATLAND RD,Apr 2019,FY2019,32.957599,-96.818479,
